stars,text,clean_text,sentences,lemm_sentences
5,"Me sorprendió no lo esperaba, la comida deliciosa","me sorprendio no lo esperaba, la comida deliciosa",['me sorprendio no lo esperaba la comida deliciosa'],['yo sorprender no él esperar el comida deliciós']
5,La comida sabrosa. Piscinas y muchas canchas para jugar deportes.,la comida sabrosa. piscinas y muchas canchas para jugar deportes.,"['la comida sabrosa', 'piscinas y muchas canchas para jugar deportes']","['el comida sabroso', 'piscina y mucho cancha para jugar deporte']"
5,Exelente,exelente,['exelente'],['exelente']
5,Ambiente agradable y excelente servicio!,ambiente agradable y excelente servicio!,['ambiente agradable y excelente servicio'],['ambiente agradable y excelente servicio']
5,Muy bonito el lugar y accesible !,muy bonito el lugar y accesible !,['muy bonito el lugar y accesible'],['mucho bonito el lugar y accesible']
4,La fiesta en el jardín hace mucho frío ahí,la fiesta en el jardin hace mucho frio ahi,['la fiesta en el jardin hace mucho frio ahi'],['el fiesta en el jardin hacer mucho frio ahi']
5,Amplio parqueo y excelente show de Los Tres Huitecos.,amplio parqueo y excelente show de los tres huitecos.,['amplio parqueo y excelente show de los tres huitecos'],['amplio parqueo y excelente show de el tres huiteco']
5,Muy buena comida española y ambiente agradable,muy buena comida espaniola y ambiente agradable,['muy buena comida espaniola y ambiente agradable'],['mucho buen comida espaniola y ambiente agradable']
5,Un centro de esparcimiento en un ambiente sano dentro de la ciudad de Guatemala,un centro de esparcimiento en un ambiente sano dentro de la ciudad de guatemala,['un centro de esparcimiento en un ambiente sano dentro de la ciudad de guatemala'],['uno centro de esparcimiento en uno ambiente sano dentro de el ciudad de guatemala']
3,Todo bien pero el cafe puede mejorar,todo bien pero el cafe puede mejorar,['todo bien pero el cafe puede mejorar'],['todo bien pero el cafe poder mejorar']
5,Muy rica comida y atenciones.,muy rica comida y atenciones.,['muy rica comida y atenciones'],['mucho rico comida y atención']
5,Lindo lugar excelente ubicación,lindo lugar excelente ubicacion,['lindo lugar excelente ubicacion'],['lindar lugar excelente ubicacion']
5,Excelente atención precios y ambiente,excelente atencion precios y ambiente,['excelente atencion precios y ambiente'],['excelente atencion precio y ambiente']
5,"Buena comida, limpio, accesible, parqueo","buena comida, limpio, accesible, parqueo",['buena comida limpio accesible parqueo'],['buen comida limpio accesible parqueo']
3,No funcionó el aire acondicionado y había muchísimo calor y muchas personas,no funciono el aire acondicionado y habia muchisimo calor y muchas personas,['no funciono el aire acondicionado y habia muchisimo calor y muchas personas'],['no funcionar el aire acondicionado y habia muchisimo calor y mucho persona']
5,"Bonito lugar, bastante parqueo","bonito lugar, bastante parqueo",['bonito lugar bastante parqueo'],['bonito lugar bastante parqueo']
5,Deliciosa gastronomia española la paella excelente,deliciosa gastronomia espaniola la paella excelente,['deliciosa gastronomia espaniola la paella excelente'],['deliciós gastronomia espaniola el paella excelente']
4,Buen lugar para relajarse y convivir con la familia,buen lugar para relajarse y convivir con la familia,['buen lugar para relajarse y convivir con la familia'],['buen lugar para relajar él y convivir con el familia']
3,"EXAGERADA LA MALA ATENCIÓN CUANDO HAY MUCHA GENTE, NÓ HACÍ CIANDO HAY POCA.","exagerada la mala atencion cuando hay mucha gente, no haci ciando hay poca.",['exagerada la mala atencion cuando hay mucha gente no haci ciando hay poca'],['exagerar el malo atencion cuando haber mucho gente no haci ciar haber poco']
1,Hicimos una reservación y al final ya no nos atendieron,hicimos una reservacion y al final ya no nos atendieron,['hicimos una reservacion y al final ya no nos atendieron'],['hacer uno reservacion y al final ya no yo atender']
5,"Gym, piscina, baño sauna, duchas, canchas de tenis, área infantil, restaurante. Todo en uno","gym, piscina, banio sauna, duchas, canchas de tenis, area infantil, restaurante. todo en uno","['gym piscina banio sauna duchas canchas de tenis area infantil restaurante', 'todo en uno']","['gym piscinar banio saunar ducha cancha de tenis area infantil restaurante', 'todo en uno']"
5,"Buena música, excelente ambiente","buena musica, excelente ambiente",['buena musica excelente ambiente'],['buen musico excelente ambiente']
5,"Muy buena atención, muy limpio todo.","muy buena atencion, muy limpio todo.",['muy buena atencion muy limpio todo'],['mucho buen atencion mucho limpio todo']
5,Excelente todo lo pedimos felicitaciones,excelente todo lo pedimos felicitaciones,['excelente todo lo pedimos felicitaciones'],['excelente todo él pedir felicitación']
5,Muy poco parqueo,muy poco parqueo,['muy poco parqueo'],['mucho poco parqueo']
5,Muy bonito y la comida es deliciosa,muy bonito y la comida es deliciosa,['muy bonito y la comida es deliciosa'],['mucho bonito y el comida ser deliciós']
5,"Ordenado, limpio y buen servicio","ordenado, limpio y buen servicio",['ordenado limpio y buen servicio'],['ordenado limpio y buen servicio']
5,Muy rico el buffet,muy rico el buffet,['muy rico el buffet'],['mucho rico el buffet']
5,"Bonito lugar , buen servicio","bonito lugar , buen servicio",['bonito lugar  buen servicio'],['bonito lugar buen servicio']
5,Céntrico. Seguro.,centrico. seguro.,"['centrico', 'seguro']","['centrico', 'seguro']"
5,"Hermoso, y buena comida","hermoso, y buena comida",['hermoso y buena comida'],['hermoso y buen comida']
5,Excelente servicio limpieza los felicito,excelente servicio limpieza los felicito,['excelente servicio limpieza los felicito'],['excelente servicio limpiezar el felicito']
1,Me invitaron a un desayuno pero estaba pesimo,me invitaron a un desayuno pero estaba pesimo,['me invitaron a un desayuno pero estaba pesimo'],['yo invitar a uno desayuno pero estar pesimo']
4,El bufete de desayuno los domingos es muy recomendado ....,el bufete de desayuno los domingos es muy recomendado ....,['el bufete de desayuno los domingos es muy recomendado'],['el bufete de desayuno el domingo ser mucho recomendado']
5,Buena comida y buenos precios. Buenas bebidas.,buena comida y buenos precios. buenas bebidas.,"['buena comida y buenos precios', 'buenas bebidas']","['buen comida y buen precio', 'buena bebida']"
3,En mi pedido no me incluyeron las bebidas.,en mi pedido no me incluyeron las bebidas.,['en mi pedido no me incluyeron las bebidas'],['en mi pedido no yo incluir el bebida']
5,Un lugar donde se come bien y se puede descansar en familia o con amigos,un lugar donde se come bien y se puede descansar en familia o con amigos,['un lugar donde se come bien y se puede descansar en familia o con amigos'],['uno lugar donde él comar bien y él poder descansar en familia o con amigo']
5,Lo conozco poco pero me gusto,lo conozco poco pero me gusto,['lo conozco poco pero me gusto'],['él conocer poco pero yo gustar']
4,"Buenos menus, buen parqueo","buenos menus, buen parqueo",['buenos menus buen parqueo'],['buen menu buen parqueo']
5,"Experiencia inolvidable, recreativa y reconstructiva integralmente","experiencia inolvidable, recreativa y reconstructiva integralmente",['experiencia inolvidable recreativa y reconstructiva integralmente'],['experiencia inolvidable recreativo y reconstructiva integralmente']
5,Parqueo servicio todo super,parqueo servicio todo super,['parqueo servicio todo super'],['parqueo servicio todo super']
5,"Muy bonito , muy buen servicio","muy bonito , muy buen servicio",['muy bonito  muy buen servicio'],['mucho bonito mucho buen servicio']
5,Excelente lugar el curso de vacaciones es buenísimo,excelente lugar el curso de vacaciones es buenisimo,['excelente lugar el curso de vacaciones es buenisimo'],['excelente lugar el curso de vacación ser buenisimo']
5,Muy buena música clásica.,muy buena musica clasica.,['muy buena musica clasica'],['mucho buen musico clasico']
5,Lugar excelente para distraerse,lugar excelente para distraerse,['lugar excelente para distraerse'],['lugar excelente para distraer él']
4,Muy bonito lugar,muy bonito lugar,['muy bonito lugar'],['mucho bonito lugar']
3,Visitamos por temas de Convivio.,visitamos por temas de convivio.,['visitamos por temas de convivio'],['visitar por tema de convivio']
5,"El Pimenton Rocks!!! Lugar perfecto, excelente comida!!!","el pimenton rocks!!! lugar perfecto, excelente comida!!!","['el pimenton rocks', 'lugar perfecto excelente comida']","['el pimenton rocks', 'lugar perfecto excelente comida']"
3,"Si no se conoce el lugar, es fácil pasar de largo!!","si no se conoce el lugar, es facil pasar de largo!!",['si no se conoce el lugar es facil pasar de largo'],['si no él conocer el lugar ser facil pasar de largo']
5,Me gusta,me gusta,['me gusta'],['yo gustar']
5,Muy buena la verdad,muy buena la verdad,['muy buena la verdad'],['mucho buen el verdad']
5,"Exacto, muy lindo lugar, gracias","exacto, muy lindo lugar, gracias",['exacto muy lindo lugar gracias'],['exacto mucho lindo lugar gracias']
5,Atentos los del personal del parqueo y todos los colaboradores,atentos los del personal del parqueo y todos los colaboradores,['atentos los del personal del parqueo y todos los colaboradores'],['atento el del personal del parqueo y todo el colaborador']
5,Excelente servicio muy limpio,excelente servicio muy limpio,['excelente servicio muy limpio'],['excelente servicio mucho limpio']
4,Bonito pero un poco retro.,bonito pero un poco retro.,['bonito pero un poco retro'],['bonito pero uno poco retro']
5,El salon de eventoa mas que excelente,el salon de eventoa mas que excelente,['el salon de eventoa mas que excelente'],['el salon de eventoa mas que excelente']
5,"Buenos momentos, siempre en el Centro Español !!!","buenos momentos, siempre en el centro espaniol !!!",['buenos momentos siempre en el centro espaniol'],['buen momento siempre en el centro espaniol']
5,Agradable ambiente,agradable ambiente,['agradable ambiente'],['agradable ambiente']
5,"Buen evento, chicote y Pepe","buen evento, chicote y pepe",['buen evento chicote y pepe'],['buen evento chicote y pepe']
4,Muy bueno,muy bueno,['muy bueno'],['mucho bueno']
5,Muy buena atención al cliente,muy buena atencion al cliente,['muy buena atencion al cliente'],['mucho buen atencion al cliente']
5,Excelente día con mi familia.,excelente dia con mi familia.,['excelente dia con mi familia'],['excelente diar con mi familia']
5,Buena atención y muy bonitas instalaciones,buena atencion y muy bonitas instalaciones,['buena atencion y muy bonitas instalaciones'],['buen atencion y mucho bonito instalación']
4,Calidad y buen cer icio,calidad y buen cer icio,['calidad y buen cer icio'],['calidad y buen cer icio']
4,Respecto a este lugar puedo decir que es bueno,respecto a este lugar puedo decir que es bueno,['respecto a este lugar puedo decir que es bueno'],['respecto a este lugar poder decir que ser bueno']
5,Es muy agradable y tranquilo,es muy agradable y tranquilo,['es muy agradable y tranquilo'],['ser mucho agradable y tranquilo']
5,Muy agradable el ambiente,muy agradable el ambiente,['muy agradable el ambiente'],['mucho agradable el ambiente']
5,Muy bonitolugar comida deliciosa,muy bonitolugar comida deliciosa,['muy bonitolugar comida deliciosa'],['mucho bonitolugar comida deliciós']
5,Gran ambiente y sabor!!!,gran ambiente y sabor!!!,['gran ambiente y sabor'],['gran ambiente y sabor']
5,Excelente servicio felicidades a su cheff,excelente servicio felicidades a su cheff,['excelente servicio felicidades a su cheff'],['excelente servicio felicidad a su cheff']
